text,label,notes,llm_label,pre_labeled,llm_confidence,id,favorite_count,retweet_count
The #Cavs suck they are barely winning with the #Warriors playing like garbage and there only up 1 point come on.,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.85,1004539720377032705,0,0
#NBAFinals #Warriors #DubNation The officiating already sucks.,Officiating Complaint,,Officiating Complaint,True,0.95,1004535637154787330,0,0
Really! At the finals? Haha! LBJ the best. #NBAFinals,Hype & Support,,Hype & Support,True,0.8,1004540755111657472,0,0
HOT start for #Cavs. Must win to make these #NBAFinals at least somewhat competitive game 3.,Hype & Support,,Hype & Support,True,0.7,1004533579878105094,0,0
"But even after all of that, it's a one point game at the end of the first Bron needs to start going off now and t.",Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004538709335838720,0,0
@Bojangles1977 sweet tea is so smooth... like KD's FINISH on his fade away kind of smooth... ??? #NBAFinals,Hype & Support,,Hype & Support,True,0.8,1004539340242989056,0,0
"even as a guy who doesn't give a shit about the NBA, HOW??",Game/Tactical Analysis,,Game/Tactical Analysis,True,0.6,1004538247656206336,0,0
#DraymondGreen is a dirty player and a piece of . That is all. #Cavs #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004536321904345088,0,0
#RefWatchParty CORRUPT !!!! Ref called a foul on Curry for a brush? Queen James plows through three guys and doesn'.,Officiating Complaint,,Officiating Complaint,True,0.95,1004534746754572288,0,0
"Cavs came out strong, but going into the 2nd up by 1. #NBAFinals #NBATwitter",Game/Tactical Analysis,,Game/Tactical Analysis,True,0.7,1004538781263900673,0,0
Boi I thought Curry was about to throw his mouthpiece again. #NBAFinals,Hype & Support,,Hype & Support,True,0.5,1004534485956923392,0,0
Draymond will never get that second tech called. And he knows it. Smh. #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004535381658951687,0,0
#NBAONABCBN #NBAFinals #GoldenStateWarriors Go warriors 3-0 na yan!!! Curry And Klay Splash,Hype & Support,,Hype & Support,True,0.9,1004532283003432960,0,0
What's this alternate universe I'm living in where there was an Equalizer 1? #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.4,1004534000319389701,0,0
The @cavs are desperate. Let's just play our game @warriors #BeatTheCavs #NBAFinals #DubNation,Hype & Support,,Hype & Support,True,0.8,1004531799156973569,0,0
You can't tell me he isn't the best player in the NBA,Hype & Support,,Hype & Support,True,0.8,1004541415941132288,0,0
When you have no one to pass it so you do it all yourself,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.7,1004538682169282560,0,0
"Draymond, if you don't sit your ashy, Donkey from Shrek looking ass down with all that extra-ness. #NBAFinals",Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004535196237082625,0,0
Why the ESPN commentators are so worried about the crowd? Is this wrestling? Does the noise and the crowd reaction counts? #NBAFinals #NBA,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.6,1004537872706392064,0,0
Remember last year when everyone thought Kevin Durant might be better than LeBron? #NBAFinals,Hype & Support,,Hype & Support,True,0.5,1004542309583802369,0,0
"Who has the best-selling jersey, LeBron James or Steph Curry? Find out for yourself here #NBAFinals.",Hype & Support,,Hype & Support,True,0.4,1004532144679604224,0,0
Warriors take the Cavs punch and are right in the game after 1 quarter. Cavs up 29-28 #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004538747843514368,0,0
So stupid. And unnecessary. He cares more about being on @SportsCenter's Top 10 than anything else.,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004536078328631296,0,0
@NBA #RefWatchParty How is that a foul on #curry #NBAFinals,Officiating Complaint,,Officiating Complaint,True,0.95,1004535523879280640,0,0
Yeahhhh get draymond outta here #nbafinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.85,1004535178285502466,0,0
7 Foot Cheat Code Activated. ? @KDTrey5 #DubNation #NBAFinals #NBATwitter,Hype & Support,,Hype & Support,True,0.9,1004541173896286208,0,0
If you were told LeBron would have 2pts at the first time out... You probably wouldn't think the Cavs would be lead.,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004533813245071361,0,0
LeBron James is on fire! #NBAFinals,Hype & Support,,Hype & Support,True,0.95,1004533594042322944,0,0
#WhateverItTakes #NBAFinals Damn It !!,Hype & Support,,Hype & Support,True,0.85,1004536666588098567,0,0
"and the Cavs outplayed the warriors the entire quarter, but they only up by one",Game/Tactical Analysis,,Game/Tactical Analysis,True,0.9,1004538808379904001,0,0
This acting in the #NBA needs to stop!!!! I thought this was a man's game. Foul calls on picks?! #NBAFinals #Cavs #RefWatchParty,Officiating Complaint,,Officiating Complaint,True,0.95,1004538360642375680,0,0
They at home......... can they keep it up???? #NBAFinals #CavsWarriors,Hype & Support,,Hype & Support,True,0.8,1004531782291804160,0,0
I hate fake injuries. Then u can run down the court fine #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004542235168428034,0,0
#WhateverItTakes? 42 | #DubNation? ?? 34 6:39 2nd qrt #NBAFinals? ?? ?,Hype & Support,,Hype & Support,True,0.85,1004542437900144641,0,0
"OK, I should feel sorry for Curry right now---- nah #ALLIN #Cavs #NBAFinals",Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004534845526167552,0,0
I want to see the #cavs get their asses beat at home #nbafinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004536164261482497,0,0
"If KD wasn't as skinny as....a snake, he wouldn't get pushed around by LeBron like that #NBAFinals #Cavs",Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004541586859020288,0,0
can we talk about cedi's reaction though?,Hype & Support,,Hype & Support,True,0.6,1004539172504391680,0,0
Steph Curry's beard is gonna give him the bad juju. #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.7,1004542094114017280,0,0
"The Warriors are basically NSYNC but with 3 Justin Timberlake's and 1 Joey Fatone. And yes, Draymond is Fatone. #NBAFinals",Hype & Support,,Hype & Support,True,0.8,1004537003248103424,0,0
What is Golden Sate Warriors doing???? #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.7,1004532917970796545,0,0
#NBAFinals #cavs Kevin Love's post game really fell off. He had Curry guarding him down low and couldn't make a qui.,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.9,1004532894746992641,0,0
Game 3 #NBAFinals #NBAFinals18,Hype & Support,,Hype & Support,True,0.4,1004540965737172992,0,0
i hope to goddddddd he jumps into the crown and beats tf out of those trashy Cleveland fans,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004535713554206721,0,0
"@MabrisaWX you are very welcome, enjoy #NBAFinals Go Warriors and #DubNation",Hype & Support,,Hype & Support,True,0.9,1004532489233227776,0,0
"good first, need to make kd sit down he doing to much, bron needa put an end to that, keep hitting yall shots, kev.",Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004539180284858368,0,0
@abscbnsports Go GSW Go Stephen curry more points With Daniel patalinghug #NBAonABSCBN #NBAFinals,Hype & Support,,Hype & Support,True,0.9,1004540167573495808,0,0
I bet Jr is looking at the score every 5 seconds #NBAFinals #WhateverItTakes,Hype & Support,,Hype & Support,True,0.7,1004542333566750720,0,0
is this the all star game? #Nbafinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.6,1004532392038752258,0,0
@KingJames needs to cpme out in attack mode for thr rrst of the game #NBAFinals #NBA #nbaPlayoffs2018,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004538862042001409,0,0
JR Smith under the basket for 2! 8-4 CLE. #NBAonBTV #ThisIsWhyWePlay #PlayByPlayEveryDay #NBAFinals,Hype & Support,,Hype & Support,True,0.9,1004531797177217024,0,0
We are watching Game 3 NBA finals. Shout out to papa jhun radoc! Go Gsw! #StrengthInNumbers #NBAFinals.,Hype & Support,,Hype & Support,True,0.9,1004539995896418304,0,0
I tweet every time this year #NBAFinals #DubNation,Hype & Support,,Hype & Support,True,0.6,1004543011794059266,0,0
@KibblesNBits96 You should be watching the #NBAFinals,Hype & Support,,Hype & Support,True,0.7,1004533609649360896,0,0
It's just a tweaked ankle lmao good lord yall so dramatic,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004542652715593736,0,0
JR come out shooting and he's not missing. 2/2 so far this could be one of those games where he hit 8 threes and we.,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004532817043312641,0,0
LeBron and Curry are playing #Fortnite with Dele Alli #NBAFinals @dele_official.,Hype & Support,,Hype & Support,True,0.6,1004542699440164864,0,0
#NBAFinals We all know who gonna win tonight ... #CAVS but you never know GSW have ah history of creeping up on them lol #GSWLetsGo #GSW,Hype & Support,,Hype & Support,True,0.7,1004533267754823685,0,0
It has officially become part of @cavs game plan to instigate @Money23Green. One more means an ejection and means h.,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.9,1004538345391783937,0,0
Cleveland are off to a blazing start. Get the strap #NBAFinals,Hype & Support,,Hype & Support,True,0.8,1004533357252931584,0,0
#DubNation goo Golden Statee goo ???? #NBAFinals,Hype & Support,,Hype & Support,True,0.9,1004536521813364736,0,0
Kevin Love came to play! #NBAFinals,Hype & Support,,Hype & Support,True,0.8,1004533142328365058,0,0
With all due respect to #LeBron the @cavs just had their best quarter of the #NBAfinals - and are only up one point.,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.7,1004539199863885824,0,0
"#NBAFinals JUEGO 3 FIN 1Q CLEVELAND 29-28 GOLDEN STATE Love 7pts-6reb, Smith 7pts / Durant 13pts-7reb",Game/Tactical Analysis,,Game/Tactical Analysis,True,0.9,1004538732094083073,0,0
Why. Does. LeBron's. Eye. Look. Like. This? #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.5,1004534765771460611,0,0
@StephenCurry30 shots not falling yet @NBALiveFeed #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004534860235538432,0,0
How is Draymond Green still in the game?? Or even on the bench?? #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004535312771698688,0,0
I swear Ty Lue always has the SAME DAMN EXPRESSION,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.7,1004541028878016512,0,0
@OfficialNBARefs When a 3pt shooter leans into a defender who already jumped into the air...making an unnatural rel.,Officiating Complaint,,Officiating Complaint,True,0.95,1004534298882473987,0,0
"JR Smith being ""JR"" is summed up by this scene. He will ball out tonight and beloved by all of The Land. #nbafinals",Hype & Support,,Hype & Support,True,0.85,1004542502983135232,0,0
Dude whats going on @directvnow ? I've been with you since day 1 with no issues and since the update I can't watch.,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.6,1004531906023546880,0,0
And everybody thought Warriors vs Cavaliers 4 wouldn't be exciting... #NBA #NBAFinals #WhateverItTakes #Strengthinnumbers,Hype & Support,,Hype & Support,True,0.8,1004539454458081280,0,0
Why is JR Smith in th starting 5 #nbafinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.7,1004532571839926274,0,0
Jeff Green an early front-runner for next year's Oscars. #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004538921643110401,0,0
Lebron going mike Tyson on the warriors #NBAFinals,Hype & Support,,Hype & Support,True,0.9,1004535312444297216,0,0
hope you're seen that dunk big game James just did. #NBAFinals #KingJames,Hype & Support,,Hype & Support,True,0.9,1004532615494488065,0,0
Of course our homecourt!!! Chicken curry inasal!!!!!,Hype & Support,,Hype & Support,True,0.8,1004536786834477056,0,0
KLove! Where ya been man? Get him the ball. Dude is ready to compete tonight. #NBAFinals #,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.7,1004535049180545024,0,0
Leggo Cleveland #NBAFinals #Cavs,Hype & Support,,Hype & Support,True,0.95,1004542469860622336,0,0
Tristan Thompson isn't good enough to talk that much trash #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.85,1004536569963974656,0,0
Goodmorning Exited manuod ng Game 3 Go CAVS go for the win #NBAONABSCBN #NBAFINALS,Hype & Support,,Hype & Support,True,0.9,1004531767661826048,0,0
GSW starting off slow. #NbaFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004532537715318785,0,0
That's the start the Cavs needed #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004532840854220800,0,0
Don't forget to put yourup tonight for #NBAFinals Game 3! #hookem,Hype & Support,,Hype & Support,True,0.7,1004534449680404486,0,0
OMG! THIS MAN @KINGJAMES REALLY JUST DID THIS IN A FINALS GAME! #NBA #NBAFINALS #WhateverItTakes,Hype & Support,,Hype & Support,True,0.95,1004535900724965376,0,0
That was not a foul on curry at all.. the refs are a lil whistle happy on every cavs drive. #NBAFinals,Officiating Complaint,,Officiating Complaint,True,0.9,1004534750529368065,0,0
#NBAFinals REALLY surprised that the ref called an offensive foul on Lebron. This happens all game &amp; refs normally.,Officiating Complaint,,Officiating Complaint,True,0.8,1004542379100135424,0,0
#NBAFinals Exact play From last year,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.7,1004532207912828928,0,0
"This is championship basketball at its finest, folks! Like the last spoon in a Panama crack house, it all comes dow.",Hype & Support,,Hype & Support,True,0.6,1004536068677488646,0,0
"What a play, @KingJames ! #NBAnaESPN #NBAFinals #NBA",Hype & Support,,Hype & Support,True,0.9,1004535071032905730,0,0
How millions of Americans looked when they found out Trump was elected president,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.5,1004537913047113729,0,0
Draymond is about to ejected #NBAFinals #DubNation #NBAonABC,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004535876867772418,0,0
OH MY.... #WhateverItTakes #NBAFINALS,Hype & Support,,Hype & Support,True,0.95,1004533316203184129,0,0
When it's you against the world! #KingJames #NBAFinals #LeBron #GOAT,Hype & Support,,Hype & Support,True,0.9,1004536437671415808,0,0
After all those oohs and ahhhs it's a 1pt game #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.85,1004538602611671040,0,0
These Cavs came to play tonight!! #NBAFinals #NBAFinals2018,Hype & Support,,Hype & Support,True,0.9,1004540249803034624,0,0
why pass it to J.R. when you can pass it to yourself? --&gt;,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004533392552091649,0,0
Can we get a fair game?!?!?! #NBAFinals #DubNation,Officiating Complaint,,Officiating Complaint,True,0.95,1004535522579173376,0,0
2 point game lets go @warriors !!!!!!!! #nbafinals,Hype & Support,,Hype & Support,True,0.92,1004538514334208008,0,0
Guess the ankle is alright #NBAFinals #WhateverItTakes,Hype & Support,,Hype & Support,True,0.7,1004542194253025281,0,0
#NBAONABCBN #NBAFinals #GoldenStateWarriors Go Steph and Klay Splash 3-0 goooo,Hype & Support,,Hype & Support,True,0.9,1004533073348739073,0,0
This is Lebron's last stand #NBAFinals,Hype & Support,,Hype & Support,True,0.6,1004542760244973568,0,0
"Still disappointed with ABC/ESPN. C'mon guys, show the player intros on TV. It's the #NBAFinals? ?. @ESPNPR #GSWvsCLE",Officiating Complaint,,Officiating Complaint,True,0.4,1004532364918362113,0,0
I'm ready for the Cavs to take Game 3 and the Warriors to win in 5 #nba #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.85,1004533980417417222,0,0
Thank you Bron!!! Straight BARBECUE CHICKEN!!! #NBAFinals,Hype & Support,,Hype & Support,True,0.95,1004542226565910529,0,0
Oh he hurt? Cav needs me on the court more right now.. lol @YouTubeTV #NBAFinals #YTSponsored,Hype & Support,,Hype & Support,True,0.8,1004538209341067264,0,0
Oh shit dont hurt em Lebron #NBAFinals,Hype & Support,,Hype & Support,True,0.7,1004532214124728326,0,0
.@KingJames is the MFing #whateverittakes #nbafinals,Hype & Support,,Hype & Support,True,0.9,1004532614647173122,0,0
KYLE KORVER YOU'RE TRASH!!!!!!!!!! #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.95,1004540161613582336,0,0
"Whenever someone throws there arms up after setting a pick, its always a foul. #NBAFinals",Game/Tactical Analysis,,Game/Tactical Analysis,True,0.85,1004538126512115712,0,0
I'd love to know Steph Curry's stats against the better teams on the road. Most over rated player ever #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004540266508742657,0,0
"Don't let the #NBAFinals being on tv dristtavt you from the fact that Super Bowl 51 is on NFL Network, that's when.",Hype & Support,,Hype & Support,True,0.6,1004539350464520192,0,0
Warriors is better call timeout LOL #GSWvsCLE #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004533007166951424,0,0
Curry is off thus far in Game 3.. #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004540588954439681,0,0
@fatmansu you know the Warriors can weather the storm. #NBAFinals #GSvsCAV #Game3 #DubNation You have to have more than one punch.,Hype & Support,,Hype & Support,True,0.7,1004538718227783681,0,0
